,ppCode,Carpark Name,Total Lots,Lot Type,Parking System,WeekDay Rates,WeekDay Minimum,Saturday Rates,Saturday Minimum,Sunday & PH Rates,Sunday & PH Minimum,Start Time,End Time
763,L0038,LORONG 27 GEYLANG ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
764,L0039,LORONG 27A GEYLANG ,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
765,L0040,LORONG 28 GEYLANG ,36,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
766,L0041,LORONG 29 GEYLANG ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
767,L0042,LORONG 30 GEYLANG ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
768,L0043,LORONG 31 GEYLANG ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
769,L0044,LORONG 32 GEYLANG ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
770,L0045,LORONG 33 GEYLANG ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
771,L0046,LORONG 34 GEYLANG ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
772,L0047,LORONG 35 GEYLANG ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
773,L0048,LORONG 36 GEYLANG ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
774,L0049,LORONG 37 GEYLANG ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
775,L0050,LORONG 38 GEYLANG ,9,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
776,L0051,LORONG 39 GEYLANG ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
777,L0052,LORONG 40 GEYLANG ,21,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
778,L0053,LORONG 41 GEYLANG ,44,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
779,L0056,LORONG 28 SERVICE ROAD GEYLANG,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
780,L0057,LORONG 39 SERVICE ROAD GEYLANG,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
781,L0058,LIM TUA TOW ROAD OFF STREET,39,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
782,L0060,LORONG BAKAR BATU ,50,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
783,L0061,LIM TUA TOW ROAD ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
784,L0064,LORONG 21 GEYLANG OFF STREET,35,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
785,L0064,LORONG 21 GEYLANG OFF STREET,35,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
786,L0064,LORONG 21 GEYLANG OFF STREET,35,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
787,L0064,LORONG 21 GEYLANG OFF STREET,14,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
788,L0064,LORONG 21 GEYLANG OFF STREET,14,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
789,L0065,LORONG PENDEK ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
790,L0074,LORONG 21A GEYLANG ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
791,L0076,LORONG MELAYU ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
792,L0077,LENG KEE ROAD ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
793,L0077,LENG KEE ROAD ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
794,L0077,LENG KEE ROAD ,24,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
795,L0078,LORONG MYDIN OFF STREET,23,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
796,L0078,LORONG MYDIN OFF STREET,23,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
797,L0078,LORONG MYDIN OFF STREET,23,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
798,L0079,LORONG MARZUKI ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
799,L0081,LORONG AMPAS ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
800,L0082,LORONG SARINA ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
801,L0083,LORONG MARICAN ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
802,L0085,LOYANG WAY ,68,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
803,L0085,LOYANG WAY ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
804,L0085,LOYANG WAY ,23,Motorcycle,Coupon,$0.65,900 mins,$0.65,900 mins,$0.65,900 mins,07:00,22:00
805,L0087,LOYANG CRESCENT ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
806,L0087,LOYANG CRESCENT ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
807,L0088,LOYANG DRIVE ,34,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
808,L0088,LOYANG DRIVE ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
809,L0088,LOYANG DRIVE ,31,Motorcycle,Coupon,$0.65,900 mins,$0.65,900 mins,$0.65,900 mins,07:00,22:00
810,L0089,LOYANG LANE ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
811,L0089,LOYANG LANE ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
812,L0092,LITTLE ROAD ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
813,L0096,LORONG 101 CHANGI ,17,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
814,L0096,LORONG 101 CHANGI ,2,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
815,L0097,LORONG 102 CHANGI ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
816,L0098,LORONG 104 CHANGI ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
817,L0099,LORONG 105 CHANGI ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
818,L0100,LORONG 106 CHANGI ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
819,L0101,LORONG 107 CHANGI ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
820,L0102,LORONG 108 CHANGI ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
821,L0102,LORONG 108 CHANGI ,4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
822,L0103,LANGSAT ROAD ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
823,L0104,LORONG BEKUKONG OFF STREET,167,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
824,L0104,LORONG BEKUKONG OFF STREET,167,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
825,L0104,LORONG BEKUKONG OFF STREET,167,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
826,L0104,LORONG BEKUKONG OFF STREET,28,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
827,L0104,LORONG BEKUKONG OFF STREET,28,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
828,L0107,LORONG BACHOK OFF STREET,25,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
829,L0107,LORONG BACHOK OFF STREET,25,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
830,L0107,LORONG BACHOK OFF STREET,25,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
831,L0107,LORONG BACHOK OFF STREET,6,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
832,L0107,LORONG BACHOK OFF STREET,6,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
833,L0109,LOYANG WAY 1 ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
834,L0109,LOYANG WAY 1 ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
835,L0110,LOYANG STREET ,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
836,L0110,LOYANG STREET ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
837,L0113,LORONG 3 GEYLANG ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
838,L0115,LORONG 1 GEYLANG ROAD OFF STREET,64,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
839,L0116,LORONG 21 GEYLANG / GEYLANG ROAD OFF ST,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
840,L0116,LORONG 21 GEYLANG / GEYLANG ROAD OFF ST,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
841,L0116,LORONG 21 GEYLANG / GEYLANG ROAD OFF ST,29,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
842,L0117,LORONG 25/25A GEYLANG OFF STREET,105,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
843,L0117,LORONG 25/25A GEYLANG OFF STREET,105,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
844,L0117,LORONG 25/25A GEYLANG OFF STREET,105,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
845,L0117,LORONG 25/25A GEYLANG OFF STREET,12,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
846,L0117,LORONG 25/25A GEYLANG OFF STREET,12,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
847,L0118,LORONG 36 GEYLANG OFF STREET,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
848,L0120,LORONG MYDIN ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
849,L0123,LORONG 9/11 GEYLANG OFF STREET,56,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
850,L0123,LORONG 9/11 GEYLANG OFF STREET,56,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
851,L0123,LORONG 9/11 GEYLANG OFF STREET,56,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
852,L0123,LORONG 9/11 GEYLANG OFF STREET,9,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
853,L0123,LORONG 9/11 GEYLANG OFF STREET,9,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
854,L0124,LORONG 37 GEYLANG OFF STREET,28,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
855,L0124,LORONG 37 GEYLANG OFF STREET,28,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
856,L0124,LORONG 37 GEYLANG OFF STREET,28,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
857,L0124,LORONG 37 GEYLANG OFF STREET,17,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
858,L0124,LORONG 37 GEYLANG OFF STREET,17,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
859,L0125,LORONG 31 GEYLANG OFF STREET,51,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
860,L0125,LORONG 31 GEYLANG OFF STREET,51,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
861,L0125,LORONG 31 GEYLANG OFF STREET,51,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
862,L0125,LORONG 31 GEYLANG OFF STREET,21,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
863,L0125,LORONG 31 GEYLANG OFF STREET,21,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
864,M0001,MACKENZIE ROAD ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
865,M0001,MACKENZIE ROAD ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
866,M0003,MARNE ROAD  ,9,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
867,M0005,MAYO STREET ,35,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
868,M0005,MAYO STREET ,4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
869,M0006,MCCALLUM STREET ,11,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
870,M0006,MCCALLUM STREET ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
871,M0009,MISTRI ROAD ,0,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,08:30,17:00
872,M0009,MISTRI ROAD ,18,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
873,M0011,MOSQUE STREET ,61,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
874,M0011,MOSQUE STREET ,61,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
875,M0011,MOSQUE STREET ,5,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$1.20,30 mins,08:30,17:00
876,M0011,MOSQUE STREET ,5,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,17:00,22:00
877,M0011,MOSQUE STREET ,4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
878,M0015,MOHAMED SULTAN ROAD ,80,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
879,M0015,MOHAMED SULTAN ROAD ,1,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,08:30,22:00
880,M0015,MOHAMED SULTAN ROAD ,29,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
881,M0017,MIDDLE ROAD OFF STREET ,13,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
882,M0017,MIDDLE ROAD OFF STREET ,13,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
883,M0017,MIDDLE ROAD OFF STREET ,2,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
884,M0020,MAUDE ROAD ,31,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
885,M0026,MANILA STREET ,6,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
886,M0026,MANILA STREET ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
887,M0026,MANILA STREET ,11,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
888,M0032,MARSILING CRESCENT ,29,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
889,M0038,MAJU AVENUE ,43,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
890,M0039,MAJU AVENUE SERVICE ROAD,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
891,M0040,MACKENZIE ROAD A OFF STREET,108,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
892,M0040,MACKENZIE ROAD A OFF STREET,108,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
893,M0040,MACKENZIE ROAD A OFF STREET,108,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
894,M0040,MACKENZIE ROAD A OFF STREET,7,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
895,M0040,MACKENZIE ROAD A OFF STREET,7,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
896,M0043,MOUNT EMILY ROAD ,2,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
897,M0043,MOUNT EMILY ROAD ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
898,M0043,MOUNT EMILY ROAD ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
899,M0048,MARTABAN ROAD ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
900,M0049,MINBU ROAD ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
901,M0055,MOONSTONE LANE ,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
902,M0058,MACPHERSON ROAD ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
903,M0059,MACKENZIE ROAD B OFF STREET,82,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
904,M0059,MACKENZIE ROAD B OFF STREET,82,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
905,M0059,MACKENZIE ROAD B OFF STREET,82,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
906,M0059,MACKENZIE ROAD B OFF STREET,76,Heavy Vehicle,Electronic,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
907,M0059,MACKENZIE ROAD B OFF STREET,33,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
908,M0059,MACKENZIE ROAD B OFF STREET,33,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
909,M0063,MAYNE ROAD ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
910,M0066,MACTAGGART ROAD ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
911,M0072,MANDALAY ROAD ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
912,M0074,MAKEWAY AVENUE ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
913,M0076,MINBU ROAD OFF STREET ,111,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
914,M0076,MINBU ROAD OFF STREET ,111,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
915,M0076,MINBU ROAD OFF STREET ,111,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
916,M0076,MINBU ROAD OFF STREET ,12,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
917,M0076,MINBU ROAD OFF STREET ,12,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
918,M0077,MOHD SULTAN ROAD/RIVER VALLEY ROAD OFF STREET,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
919,M0078,MARITIME SQUARE D OFF STREET,258,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
920,M0078,MARITIME SQUARE D OFF STREET,258,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
921,M0078,MARITIME SQUARE D OFF STREET,258,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
922,M0078,MARITIME SQUARE D OFF STREET,414,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
923,M0078,MARITIME SQUARE D OFF STREET,414,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
924,M0079,MARSILING CRESCENT HEAVY VEHICLE PARK,593,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
925,M0080,MARSHALL ROAD ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
926,M0080,MARSHALL ROAD ,7,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
927,M0084,MARINA VIEW OFF STREET ,44,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
928,M0084,MARINA VIEW OFF STREET ,44,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
929,M0084,MARINA VIEW OFF STREET ,44,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
930,M0084,MARINA VIEW OFF STREET ,44,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
931,M0084,MARINA VIEW OFF STREET ,10,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
932,M0084,MARINA VIEW OFF STREET ,10,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
933,M0085,MARTIN PLACE/ MUTHURAMAN CHETTY ROAD,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
934,M0085,MARTIN PLACE/ MUTHURAMAN CHETTY ROAD,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
935,M0088,MARGARET DRIVE OFF STREET,49,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
936,M0088,MARGARET DRIVE OFF STREET,49,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
937,M0088,MARGARET DRIVE OFF STREET,49,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
938,M0088,MARGARET DRIVE OFF STREET,18,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
939,M0088,MARGARET DRIVE OFF STREET,18,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
940,N0003,NORTH BRIDGE ROAD (ARAB/JALAN SULTAN),32,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
941,N0003,NORTH BRIDGE ROAD (ARAB/JALAN SULTAN),2,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
942,N0005,NEW INDUSTRIAL ROAD ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
943,N0006,NEIL ROAD OFF STREET ,15,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
944,N0006,NEIL ROAD OFF STREET ,15,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
945,N0006,NEIL ROAD OFF STREET ,15,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
946,N0006,NEIL ROAD OFF STREET ,15,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
947,N0010,NIVEN ROAD ,15,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
948,N0010,NIVEN ROAD ,15,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
949,N0010,NIVEN ROAD ,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
950,N0011,NORRIS ROAD ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
951,N0011,NORRIS ROAD ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
952,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,52,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
953,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,52,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
954,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,52,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
955,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,9,Heavy Vehicle,Electronic,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
